# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,
#,,,,,
#,,,,,
# User preference: *,,,,,
#,,,,,
# COLUMN pl_name:        Planet Name,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,
# COLUMN disc_year:      Discovery Year,,,,,
# COLUMN releasedate:    Release Date,,,,,
#,,,,,
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,releasedate
EPIC 211945201 b,1,1,Transit,2018,18/07/2016
EPIC 211945201 b,1,1,Transit,2018,26/02/2019
EPIC 211945201 b,1,1,Transit,2018,04/03/2024
EPIC 211945201 b,1,1,Transit,2018,31/05/2018
EPIC 212297394 b,1,2,Transit,2019,05/09/2019
EPIC 212297394 b,1,2,Transit,2019,13/06/2019
EPIC 212297394 b,1,2,Transit,2019,30/08/2021
EPIC 212297394 c,1,2,Transit,2021,18/07/2016
EPIC 212297394 c,1,2,Transit,2021,23/08/2021
EPIC 212297394 c,1,2,Transit,2021,05/09/2019
EPIC 212424622 b,1,1,Transit,2019,13/06/2019
EPIC 212424622 b,1,1,Transit,2019,05/09/2019
EPIC 212499991 b,1,1,Transit,2019,13/06/2019
EPIC 212587672 b,1,2,Transit,2019,13/06/2019
EPIC 212587672 b,1,2,Transit,2019,05/09/2019
EPIC 212587672 b,1,2,Transit,2019,30/08/2021
EPIC 212587672 c,1,2,Transit,2021,21/12/2016
EPIC 212587672 c,1,2,Transit,2021,18/07/2016
EPIC 212587672 c,1,2,Transit,2021,05/09/2019
EPIC 212587672 c,1,2,Transit,2021,23/08/2021
EPIC 212587672 c,1,2,Transit,2021,15/02/2018
EPIC 212587672 c,1,2,Transit,2021,14/12/2017
EPIC 212624936 b,1,2,Transit,2021,25/10/2021
EPIC 212624936 c,1,2,Transit,2021,25/10/2021
EPIC 212624936 c,1,2,Transit,2021,05/09/2019
EPIC 212737443 b,1,2,Transit,2019,21/12/2016
EPIC 212737443 b,1,2,Transit,2019,18/07/2016
EPIC 212737443 b,1,2,Transit,2019,25/07/2019
EPIC 212737443 c,1,2,Transit,2019,25/07/2019
EPIC 220492298 b,1,1,Transit,2021,25/10/2021
EPIC 220554210 c,1,2,Transit,2019,13/06/2019
EPIC 220554210 c,1,2,Transit,2019,28/03/2022
EPIC 220554210 c,1,2,Transit,2019,05/09/2019
EPIC 220674823 b,1,2,Transit,2016,24/02/2025
EPIC 220674823 b,1,2,Transit,2016,21/06/2018
EPIC 220674823 b,1,2,Transit,2016,14/12/2017
EPIC 220674823 b,1,2,Transit,2016,29/08/2019
EPIC 220674823 b,1,2,Transit,2016,28/03/2022
EPIC 220674823 b,1,2,Transit,2016,05/09/2019
EPIC 220674823 b,1,2,Transit,2016,26/10/2018
EPIC 220674823 b,1,2,Transit,2016,15/02/2018
EPIC 220674823 b,1,2,Transit,2016,17/04/2023
EPIC 220674823 b,1,2,Transit,2016,26/01/2017
EPIC 220674823 b,1,2,Transit,2016,14/12/2017
EPIC 220674823 b,1,2,Transit,2016,17/09/2025
EPIC 220674823 c,1,2,Transit,2016,17/04/2023
EPIC 220674823 c,1,2,Transit,2016,26/01/2017
EPIC 220674823 c,1,2,Transit,2016,26/10/2018
EPIC 220674823 c,1,2,Transit,2016,14/12/2017
EPIC 220674823 c,1,2,Transit,2016,15/02/2018
EPIC 220674823 c,1,2,Transit,2016,14/12/2017
EPIC 220674823 c,1,2,Transit,2016,17/09/2025
EPIC 220674823 c,1,2,Transit,2016,21/06/2018
EPIC 220674823 c,1,2,Transit,2016,05/09/2019
EPIC 220674823 c,1,2,Transit,2016,24/02/2025
EPIC 220674823 c,1,2,Transit,2016,28/03/2022
EPIC 228836835 b,1,1,Transit,2021,25/10/2021
EPIC 228836835 b,1,1,Transit,2021,02/08/2018
EPIC 229004835 b,1,1,Transit,2023,03/05/2023
EPIC 229004835 b,1,1,Transit,2023,15/02/2018
EPIC 229004835 b,1,1,Transit,2023,17/09/2025
EPIC 229004835 b,1,1,Transit,2023,02/08/2018
EPIC 246851721 b,2,1,Transit,2018,26/10/2018
EPIC 246851721 b,2,1,Transit,2018,04/03/2024
EPIC 246851721 b,2,1,Transit,2018,10/12/2024
EPIC 248847494 b,1,1,Transit,2018,25/07/2019
EPIC 249893012 b,1,3,Transit,2020,13/02/2020
EPIC 249893012 c,1,3,Transit,2020,13/02/2020
EPIC 249893012 d,1,3,Transit,2020,13/02/2020
FU Tau b,1,1,Imaging,2008,10/03/2016
FU Tau b,1,1,Imaging,2008,08/05/2024
G 192-15 b,1,2,Radial Velocity,2025,16/04/2025
G 192-15 c,1,2,Radial Velocity,2025,16/04/2025
G 196-3 b,1,1,Imaging,2024,08/05/2024
G 261-6 b,1,1,Radial Velocity,2025,16/04/2025
G 264-012 b,1,2,Radial Velocity,2021,12/07/2021
G 264-012 c,1,2,Radial Velocity,2021,12/07/2021
G 268-110 b,1,1,Radial Velocity,2025,16/04/2025
G 9-40 b,1,1,Transit,2019,05/02/2024
G 9-40 b,1,1,Transit,2019,26/02/2019
G 9-40 b,1,1,Transit,2019,04/03/2024
G 9-40 b,1,1,Transit,2019,25/02/2023
G 9-40 b,1,1,Transit,2019,22/10/2024
GJ 1002 b,1,2,Radial Velocity,2022,17/12/2022
GJ 1002 c,1,2,Radial Velocity,2022,17/12/2022
GJ 1061 b,1,3,Radial Velocity,2020,27/02/2020
GJ 1061 c,1,3,Radial Velocity,2020,27/02/2020
GJ 1061 d,1,3,Radial Velocity,2020,27/02/2020
GJ 1132 b,1,2,Transit,2015,27/07/2017
GJ 1132 b,1,2,Transit,2015,12/07/2024
GJ 1132 b,1,2,Transit,2015,12/11/2015
GJ 1132 b,1,2,Transit,2015,08/08/2022
GJ 1132 b,1,2,Transit,2015,03/09/2024
GJ 1132 b,1,2,Transit,2015,04/03/2024
GJ 1132 b,1,2,Transit,2015,01/12/2016
GJ 1132 c,1,2,Radial Velocity,2018,21/06/2018
GJ 1148 b,1,2,Radial Velocity,2010,19/10/2017
GJ 1148 b,1,2,Radial Velocity,2010,14/05/2014
GJ 1148 b,1,2,Radial Velocity,2010,20/09/2021
GJ 1148 c,1,2,Radial Velocity,2017,19/10/2017
GJ 1148 c,1,2,Radial Velocity,2017,20/09/2021
GJ 1151 c,1,1,Radial Velocity,2023,23/01/2023
GJ 1214 b,1,1,Transit,2009,03/12/2015
GJ 1214 b,1,1,Transit,2009,17/12/2015
GJ 1214 b,1,1,Transit,2009,04/03/2024
GJ 1214 b,1,1,Transit,2009,25/03/2024
GJ 1214 b,1,1,Transit,2009,15/10/2015
GJ 1214 b,1,1,Transit,2009,02/07/2015
GJ 1214 b,1,1,Transit,2009,18/09/2015
GJ 1214 b,1,1,Transit,2009,24/01/2022
GJ 1214 b,1,1,Transit,2009,29/10/2014
GJ 1214 b,1,1,Transit,2009,15/10/2015
GJ 1214 b,1,1,Transit,2009,08/05/2024
GJ 1214 b,1,1,Transit,2009,28/01/2016
GJ 1214 b,1,1,Transit,2009,29/10/2014
GJ 1214 b,1,1,Transit,2009,28/01/2016
GJ 1214 b,1,1,Transit,2009,16/08/2021
GJ 1214 b,1,1,Transit,2009,17/12/2015
GJ 1214 b,1,1,Transit,2009,22/10/2015
GJ 1214 b,1,1,Transit,2009,06/11/2024
GJ 1214 b,1,1,Transit,2009,29/10/2014
GJ 1214 b,1,1,Transit,2009,27/08/2015
GJ 1252 b,1,1,Transit,2020,04/03/2024
GJ 1252 b,1,1,Transit,2020,16/09/2024
GJ 1252 b,1,1,Transit,2020,13/02/2020
GJ 1252 b,1,1,Transit,2020,03/05/2022
GJ 1252 b,1,1,Transit,2020,19/09/2022
GJ 1252 b,1,1,Transit,2020,10/07/2023
GJ 1265 b,1,1,Radial Velocity,2018,06/12/2018
GJ 1289 b,1,1,Radial Velocity,2024,18/03/2025
GJ 143 b,1,2,Transit,2019,25/04/2019
GJ 143 b,1,2,Transit,2019,14/02/2019
GJ 143 b,1,2,Transit,2019,06/11/2023
GJ 15 A b,2,2,Radial Velocity,2014,10/10/2019
GJ 15 A b,2,2,Radial Velocity,2014,10/10/2019
GJ 15 A b,2,2,Radial Velocity,2014,20/09/2021
GJ 15 A c,2,2,Radial Velocity,2018,10/10/2019
GJ 160.2 b,1,1,Radial Velocity,2014,10/10/2019
GJ 163 b,1,3,Radial Velocity,2013,26/01/2017
GJ 163 c,1,3,Radial Velocity,2013,26/01/2017
GJ 163 d,1,3,Radial Velocity,2013,26/01/2017
GJ 179 b,1,1,Radial Velocity,2009,12/06/2023
GJ 179 b,1,1,Radial Velocity,2009,14/05/2014
GJ 179 b,1,1,Radial Velocity,2009,20/09/2021
GJ 180 b,1,3,Radial Velocity,2014,13/02/2020
GJ 180 b,1,3,Radial Velocity,2014,10/10/2019
GJ 180 c,1,3,Radial Velocity,2014,10/10/2019
GJ 180 d,1,3,Radial Velocity,2020,13/02/2020
GJ 2030 b,1,2,Radial Velocity,2022,14/06/2023
GJ 2030 c,1,2,Radial Velocity,2022,12/06/2023
GJ 2056 b,1,1,Radial Velocity,2020,03/09/2020
GJ 2126 b,1,1,Radial Velocity,2025,03/03/2025
GJ 229 A c,3,2,Radial Velocity,2020,14/06/2023
GJ 229 A c,3,2,Radial Velocity,2020,13/02/2020
GJ 229 b,3,2,Radial Velocity,2014,10/10/2019
GJ 229 b,3,2,Radial Velocity,2014,14/06/2023
GJ 229 b,3,2,Radial Velocity,2014,13/02/2020
GJ 238 b,1,1,Transit,2024,07/08/2024
GJ 238 b,1,1,Transit,2024,05/05/2025
GJ 251 b,1,2,Radial Velocity,2020,30/10/2025
GJ 251 b,1,2,Radial Velocity,2020,04/03/2021
GJ 251 c,1,2,Radial Velocity,2025,30/10/2025
GJ 27.1 b,1,1,Radial Velocity,2014,10/10/2019
GJ 273 b,1,2,Radial Velocity,2017,30/03/2017
GJ 273 c,1,2,Radial Velocity,2017,30/03/2017
GJ 3021 b,2,1,Radial Velocity,2000,14/05/2014
GJ 3082 b,1,1,Radial Velocity,2020,13/02/2020
GJ 3090 b,1,1,Transit,2022,14/10/2024
GJ 3090 b,1,1,Transit,2022,28/11/2023
GJ 3138 b,1,3,Radial Velocity,2017,30/03/2017
GJ 3138 c,1,3,Radial Velocity,2017,30/03/2017
GJ 3138 d,1,3,Radial Velocity,2017,30/03/2017
GJ 317 b,1,2,Radial Velocity,2007,28/08/2025
GJ 317 b,1,2,Radial Velocity,2007,03/09/2020
GJ 317 b,1,2,Radial Velocity,2007,27/08/2014
GJ 317 b,1,2,Radial Velocity,2007,27/08/2014
GJ 317 b,1,2,Radial Velocity,2007,20/09/2021
GJ 317 c,1,2,Radial Velocity,2018,28/08/2025
GJ 317 c,1,2,Radial Velocity,2018,03/09/2020
GJ 317 c,1,2,Radial Velocity,2018,29/11/2018
GJ 317 c,1,2,Radial Velocity,2018,06/12/2018
GJ 317 c,1,2,Radial Velocity,2018,20/09/2021
GJ 3222 b,2,1,Radial Velocity,2022,14/06/2023
GJ 328 b,1,2,Radial Velocity,2013,14/05/2014
GJ 328 b,1,2,Radial Velocity,2013,10/07/2023
GJ 328 c,1,2,Radial Velocity,2023,10/07/2023
GJ 3293 b,1,4,Radial Velocity,2015,03/12/2014
GJ 3293 b,1,4,Radial Velocity,2015,30/03/2017
GJ 3293 c,1,4,Radial Velocity,2015,30/03/2017
GJ 3293 c,1,4,Radial Velocity,2015,03/12/2014
GJ 3293 d,1,4,Radial Velocity,2017,30/03/2017
GJ 3293 e,1,4,Radial Velocity,2017,30/03/2017
GJ 3323 b,1,2,Radial Velocity,2017,30/03/2017
GJ 3323 c,1,2,Radial Velocity,2017,30/03/2017
GJ 3341 b,1,1,Radial Velocity,2015,03/12/2014
GJ 338 B b,2,1,Radial Velocity,2020,09/07/2020
GJ 338 B b,2,1,Radial Velocity,2020,18/01/2023
GJ 341 b,1,1,Transit,2025,05/05/2025
GJ 341 b,1,1,Transit,2025,25/02/2025
GJ 3470 b,1,1,Radial Velocity,2012,08/09/2016
GJ 3470 b,1,1,Radial Velocity,2012,10/12/2024
GJ 3470 b,1,1,Radial Velocity,2012,14/05/2014
GJ 3470 b,1,1,Radial Velocity,2012,08/09/2016
GJ 3470 b,1,1,Radial Velocity,2012,08/09/2016
GJ 3470 b,1,1,Radial Velocity,2012,07/05/2020
GJ 3470 b,1,1,Radial Velocity,2012,08/09/2016
GJ 3470 b,1,1,Radial Velocity,2012,29/09/2016
GJ 3470 b,1,1,Radial Velocity,2012,08/09/2016
GJ 3470 b,1,1,Radial Velocity,2012,23/07/2014
GJ 3470 b,1,1,Radial Velocity,2012,04/03/2024
GJ 3473 b,2,2,Transit,2020,22/10/2020
GJ 3473 b,2,2,Transit,2020,16/02/2024
GJ 3473 c,2,2,Radial Velocity,2020,22/10/2020
GJ 3512 b,1,2,Radial Velocity,2019,10/10/2019
GJ 3512 b,1,2,Radial Velocity,2019,28/08/2025
GJ 3512 b,1,2,Radial Velocity,2019,18/07/2022
GJ 3512 c,1,2,Radial Velocity,2020,18/07/2022
GJ 3512 c,1,2,Radial Velocity,2020,28/08/2025
GJ 357 b,1,3,Transit,2019,22/08/2023
GJ 357 b,1,3,Transit,2019,15/08/2019
GJ 357 b,1,3,Transit,2019,04/03/2024
GJ 357 b,1,3,Transit,2019,17/04/2023
GJ 357 c,1,3,Radial Velocity,2019,01/08/2019
GJ 357 d,1,3,Radial Velocity,2019,01/08/2019
GJ 3634 b,1,1,Radial Velocity,2010,21/08/2014
GJ 367 b,1,3,Transit,2021,10/08/2023
GJ 367 b,1,3,Transit,2021,17/04/2023
GJ 367 b,1,3,Transit,2021,02/12/2021
GJ 367 c,1,3,Radial Velocity,2023,07/08/2023
GJ 367 d,1,3,Radial Velocity,2023,07/08/2023
GJ 3779 b,1,1,Radial Velocity,2018,06/12/2018
GJ 3929 b,1,2,Transit,2022,22/02/2022
GJ 3929 b,1,2,Transit,2022,14/10/2024
GJ 3929 b,1,2,Transit,2022,01/08/2022
GJ 3929 c,1,2,Radial Velocity,2022,01/08/2022
GJ 393 b,1,1,Radial Velocity,2021,12/07/2021
GJ 3942 b,1,1,Radial Velocity,2017,21/12/2017
GJ 3988 b,1,1,Radial Velocity,2023,21/10/2023
GJ 3998 b,1,3,Radial Velocity,2016,28/07/2016
GJ 3998 b,1,3,Radial Velocity,2016,11/03/2025
GJ 3998 c,1,3,Radial Velocity,2016,28/07/2016
GJ 3998 c,1,3,Radial Velocity,2016,11/03/2025
GJ 3998 d,1,3,Radial Velocity,2025,11/03/2025
GJ 411 b,1,2,Radial Velocity,2019,24/05/2022
GJ 411 b,1,2,Radial Velocity,2019,04/03/2021
GJ 411 b,1,2,Radial Velocity,2019,05/03/2019
GJ 411 b,1,2,Radial Velocity,2019,20/09/2021
GJ 414 A b,2,2,Radial Velocity,2021,01/04/2021
GJ 414 A b,2,2,Radial Velocity,2021,20/09/2021
GJ 414 A c,2,2,Radial Velocity,2021,20/09/2021
GJ 414 A c,2,2,Radial Velocity,2021,01/04/2021
GJ 422 b,1,1,Radial Velocity,2014,10/10/2019
GJ 422 b,1,1,Radial Velocity,2014,13/02/2020
GJ 4276 b,1,1,Radial Velocity,2019,24/01/2019
GJ 433 b,1,3,Radial Velocity,2011,14/05/2014
GJ 433 b,1,3,Radial Velocity,2011,10/10/2019
GJ 433 b,1,3,Radial Velocity,2011,13/02/2020
GJ 433 b,1,3,Radial Velocity,2011,06/09/2018
GJ 433 c,1,3,Radial Velocity,2014,13/02/2020
GJ 433 c,1,3,Radial Velocity,2014,10/10/2019
GJ 433 d,1,3,Radial Velocity,2020,13/02/2020
GJ 436 b,1,1,Radial Velocity,2004,18/09/2014
GJ 436 b,1,1,Radial Velocity,2004,14/01/2016
GJ 436 b,1,1,Radial Velocity,2004,12/02/2015
GJ 436 b,1,1,Radial Velocity,2004,15/10/2015
GJ 436 b,1,1,Radial Velocity,2004,22/01/2015
GJ 436 b,1,1,Radial Velocity,2004,18/09/2014
GJ 436 b,1,1,Radial Velocity,2004,08/09/2016
GJ 436 b,1,1,Radial Velocity,2004,18/09/2014
GJ 436 b,1,1,Radial Velocity,2004,15/10/2015
GJ 436 b,1,1,Radial Velocity,2004,18/09/2014
GJ 436 b,1,1,Radial Velocity,2004,05/02/2015
GJ 436 b,1,1,Radial Velocity,2004,08/08/2022
GJ 436 b,1,1,Radial Velocity,2004,21/03/2025
GJ 436 b,1,1,Radial Velocity,2004,09/05/2022
GJ 436 b,1,1,Radial Velocity,2004,31/03/2016
GJ 436 b,1,1,Radial Velocity,2004,24/04/2015
GJ 436 b,1,1,Radial Velocity,2004,24/10/2019
GJ 436 b,1,1,Radial Velocity,2004,18/09/2014
GJ 436 b,1,1,Radial Velocity,2004,15/10/2015
GJ 436 b,1,1,Radial Velocity,2004,24/01/2022
GJ 436 b,1,1,Radial Velocity,2004,18/09/2014
GJ 436 b,1,1,Radial Velocity,2004,19/10/2017
GJ 436 b,1,1,Radial Velocity,2004,04/03/2024
GJ 463 b,1,1,Radial Velocity,2022,15/03/2023
GJ 463 b,1,1,Radial Velocity,2022,15/03/2023
GJ 463 b,1,1,Radial Velocity,2022,15/03/2023
GJ 463 b,1,1,Radial Velocity,2022,28/08/2025
GJ 480 b,1,1,Radial Velocity,2020,03/09/2020
GJ 486 b,1,1,Radial Velocity,2021,16/04/2025
GJ 486 b,1,1,Radial Velocity,2021,29/08/2024
GJ 486 b,1,1,Radial Velocity,2021,14/11/2022
GJ 486 b,1,1,Radial Velocity,2021,12/07/2024
GJ 504 b,1,1,Imaging,2013,14/05/2014
GJ 504 b,1,1,Imaging,2013,22/04/2025
GJ 508.2 b,1,1,Radial Velocity,2025,28/08/2025
GJ 514 b,1,1,Radial Velocity,2022,19/04/2022
GJ 536 b,1,2,Radial Velocity,2016,17/11/2016
GJ 536 b,1,2,Radial Velocity,2016,17/09/2025
GJ 536 b,1,2,Radial Velocity,2016,19/10/2017
GJ 536 c,1,2,Radial Velocity,2025,17/09/2025
GJ 581 b,1,3,Radial Velocity,2005,14/05/2014
GJ 581 b,1,3,Radial Velocity,2005,03/11/2016
GJ 581 b,1,3,Radial Velocity,2005,19/10/2017
GJ 581 b,1,3,Radial Velocity,2005,20/09/2021
GJ 581 b,1,3,Radial Velocity,2005,09/07/2014
GJ 581 b,1,3,Radial Velocity,2005,01/12/2016
GJ 581 b,1,3,Radial Velocity,2005,03/03/2025
GJ 581 c,1,3,Radial Velocity,2007,19/10/2017
GJ 581 c,1,3,Radial Velocity,2007,14/05/2014
GJ 581 c,1,3,Radial Velocity,2007,03/03/2025
GJ 581 c,1,3,Radial Velocity,2007,01/12/2016
GJ 581 c,1,3,Radial Velocity,2007,09/07/2014
GJ 581 c,1,3,Radial Velocity,2007,20/09/2021
GJ 581 e,1,3,Radial Velocity,2009,01/12/2016
GJ 581 e,1,3,Radial Velocity,2009,09/07/2014
GJ 581 e,1,3,Radial Velocity,2009,14/05/2014
GJ 581 e,1,3,Radial Velocity,2009,03/03/2025
GJ 581 e,1,3,Radial Velocity,2009,19/10/2017
GJ 625 b,1,1,Radial Velocity,2017,28/09/2017
GJ 649 b,1,1,Radial Velocity,2009,20/09/2021
GJ 649 b,1,1,Radial Velocity,2009,10/07/2023
GJ 649 b,1,1,Radial Velocity,2009,14/05/2014
GJ 667 C b,3,5,Radial Velocity,2012,18/09/2014
GJ 667 C b,3,5,Radial Velocity,2012,14/12/2023
GJ 667 C b,3,5,Radial Velocity,2012,16/05/2014
GJ 667 C b,3,5,Radial Velocity,2012,14/05/2014
GJ 667 C b,3,5,Radial Velocity,2012,18/09/2014
GJ 667 C c,3,5,Radial Velocity,2013,18/09/2014
GJ 667 C c,3,5,Radial Velocity,2013,12/07/2024
GJ 667 C c,3,5,Radial Velocity,2013,14/05/2014
GJ 667 C c,3,5,Radial Velocity,2013,18/09/2014
GJ 667 C e,3,5,Radial Velocity,2013,14/05/2014
GJ 667 C f,3,5,Radial Velocity,2013,14/05/2014
GJ 667 C g,3,5,Radial Velocity,2013,14/05/2014
GJ 674 b,1,1,Radial Velocity,2007,14/05/2014
GJ 676 A b,2,4,Radial Velocity,2010,29/09/2016
GJ 676 A b,2,4,Radial Velocity,2010,14/05/2014
GJ 676 A b,2,4,Radial Velocity,2010,12/06/2023
GJ 676 A b,2,4,Radial Velocity,2010,06/09/2018
GJ 676 A b,2,4,Radial Velocity,2010,16/05/2014
GJ 676 A c,2,4,Radial Velocity,2016,12/06/2023
GJ 676 A c,2,4,Radial Velocity,2016,29/09/2016
GJ 676 A d,2,4,Radial Velocity,2012,29/09/2016
GJ 676 A d,2,4,Radial Velocity,2012,14/05/2014
GJ 676 A d,2,4,Radial Velocity,2012,14/06/2023
GJ 676 A e,2,4,Radial Velocity,2012,29/09/2016
GJ 676 A e,2,4,Radial Velocity,2012,14/05/2014
GJ 676 A e,2,4,Radial Velocity,2012,14/06/2023
GJ 680 b,2,1,Radial Velocity,2022,12/06/2023
GJ 682 b,1,2,Radial Velocity,2014,10/10/2019
GJ 682 c,1,2,Radial Velocity,2014,10/10/2019
GJ 685 b,1,1,Radial Velocity,2019,11/04/2019
GJ 687 b,1,2,Radial Velocity,2014,28/05/2014
GJ 687 b,1,2,Radial Velocity,2014,06/09/2018
GJ 687 b,1,2,Radial Velocity,2014,20/09/2021
GJ 687 b,1,2,Radial Velocity,2014,03/09/2020
GJ 687 c,1,2,Radial Velocity,2020,03/09/2020
GJ 720 A b,2,1,Radial Velocity,2021,12/07/2021
GJ 724 b,1,1,Radial Velocity,2023,21/10/2023
GJ 740 b,1,1,Radial Velocity,2021,01/04/2021
GJ 806 b,1,2,Transit,2023,28/11/2023
GJ 806 b,1,2,Transit,2023,05/05/2025
GJ 806 c,1,2,Radial Velocity,2023,28/11/2023
GJ 832 b,1,1,Radial Velocity,2008,05/09/2023
GJ 832 b,1,1,Radial Velocity,2008,14/05/2014
GJ 832 b,1,1,Radial Velocity,2008,25/06/2014
GJ 832 b,1,1,Radial Velocity,2008,16/05/2014
GJ 832 b,1,1,Radial Velocity,2008,12/06/2023
GJ 849 b,1,2,Radial Velocity,2006,10/07/2023
GJ 849 b,1,2,Radial Velocity,2006,20/09/2021
GJ 849 b,1,2,Radial Velocity,2006,28/06/2021
GJ 849 b,1,2,Radial Velocity,2006,27/08/2014
GJ 849 b,1,2,Radial Velocity,2006,06/09/2018
GJ 849 b,1,2,Radial Velocity,2006,12/02/2015
GJ 849 b,1,2,Radial Velocity,2006,27/08/2014
GJ 849 c,1,2,Radial Velocity,2014,21/10/2023
GJ 849 c,1,2,Radial Velocity,2014,20/09/2021
GJ 849 c,1,2,Radial Velocity,2014,28/06/2021
GJ 86 b,2,1,Radial Velocity,1999,06/09/2018
GJ 86 b,2,1,Radial Velocity,1999,14/05/2014
GJ 86 b,2,1,Radial Velocity,1999,30/04/2015
GJ 876 b,1,4,Radial Velocity,1998,27/08/2014
GJ 876 b,1,4,Radial Velocity,1998,27/08/2014
GJ 876 b,1,4,Radial Velocity,1998,27/08/2014
GJ 876 b,1,4,Radial Velocity,1998,19/10/2017
GJ 876 b,1,4,Radial Velocity,1998,20/09/2021
GJ 876 b,1,4,Radial Velocity,1998,27/08/2014
GJ 876 b,1,4,Radial Velocity,1998,16/09/2024
GJ 876 b,1,4,Radial Velocity,1998,27/08/2014
GJ 876 b,1,4,Radial Velocity,1998,28/01/2016
GJ 876 c,1,4,Radial Velocity,2000,27/08/2014
GJ 876 c,1,4,Radial Velocity,2000,27/08/2014
GJ 876 c,1,4,Radial Velocity,2000,28/01/2016
GJ 876 c,1,4,Radial Velocity,2000,27/08/2014
GJ 876 c,1,4,Radial Velocity,2000,19/10/2017
GJ 876 c,1,4,Radial Velocity,2000,20/09/2021
GJ 876 c,1,4,Radial Velocity,2000,27/08/2014
GJ 876 d,1,4,Radial Velocity,2005,09/05/2022
GJ 876 d,1,4,Radial Velocity,2005,27/08/2014
GJ 876 d,1,4,Radial Velocity,2005,19/10/2017
GJ 876 d,1,4,Radial Velocity,2005,24/04/2015
GJ 876 d,1,4,Radial Velocity,2005,28/01/2016
GJ 876 d,1,4,Radial Velocity,2005,27/08/2014
GJ 876 d,1,4,Radial Velocity,2005,27/08/2014
GJ 876 e,1,4,Radial Velocity,2010,19/10/2017
GJ 876 e,1,4,Radial Velocity,2010,27/08/2014
GJ 876 e,1,4,Radial Velocity,2010,28/01/2016
GJ 887 b,1,2,Radial Velocity,2020,09/07/2020
GJ 887 c,1,2,Radial Velocity,2020,09/07/2020
GJ 896 A b,2,1,Astrometry,2022,14/09/2022
GJ 900 b,3,1,Imaging,2024,29/05/2024
GJ 9066 c,1,1,Radial Velocity,2020,03/09/2020
GJ 9066 c,1,1,Radial Velocity,2020,03/05/2022
GJ 9404 b,1,1,Radial Velocity,2023,05/09/2023
GJ 96 b,1,1,Radial Velocity,2018,08/11/2018
GJ 9689 b,1,1,Radial Velocity,2020,25/10/2021
GJ 9714 b,1,1,Radial Velocity,2022,12/06/2023
GJ 9773 b,1,1,Radial Velocity,2025,28/08/2025
GJ 9827 b,1,3,Transit,2017,21/06/2018
GJ 9827 b,1,3,Transit,2017,09/01/2025
GJ 9827 b,1,3,Transit,2017,29/08/2019
GJ 9827 b,1,3,Transit,2017,17/04/2023
GJ 9827 b,1,3,Transit,2017,05/01/2024
GJ 9827 b,1,3,Transit,2017,17/09/2025
GJ 9827 b,1,3,Transit,2017,02/11/2017
GJ 9827 b,1,3,Transit,2017,12/07/2021
GJ 9827 b,1,3,Transit,2017,04/03/2024
GJ 9827 b,1,3,Transit,2017,29/08/2019
GJ 9827 c,1,3,Transit,2017,17/09/2025
GJ 9827 c,1,3,Transit,2017,04/03/2024
GJ 9827 c,1,3,Transit,2017,29/08/2019
GJ 9827 c,1,3,Transit,2017,21/06/2018
GJ 9827 c,1,3,Transit,2017,17/04/2023
GJ 9827 c,1,3,Transit,2017,02/11/2017
GJ 9827 c,1,3,Transit,2017,12/07/2021
GJ 9827 c,1,3,Transit,2017,09/01/2025
GJ 9827 d,1,3,Transit,2017,12/07/2021
GJ 9827 d,1,3,Transit,2017,17/09/2025
GJ 9827 d,1,3,Transit,2017,21/06/2018
GJ 9827 d,1,3,Transit,2017,02/11/2017
GJ 9827 d,1,3,Transit,2017,15/10/2024
GJ 9827 d,1,3,Transit,2017,29/08/2019
GJ 9827 d,1,3,Transit,2017,09/01/2025
GJ 9827 d,1,3,Transit,2017,17/04/2023
GPX-1 b,1,1,Transit,2021,23/01/2023
GPX-1 b,1,1,Transit,2021,04/10/2021
GPX-1 b,1,1,Transit,2021,29/04/2025
GQ Lup b,1,1,Imaging,2004,25/02/2016
GQ Lup b,1,1,Imaging,2004,14/05/2014
GSC 06214-00210 b,1,1,Imaging,2010,01/04/2015
GSC 06214-00210 b,1,1,Imaging,2010,25/02/2016
GSC 06214-00210 b,1,1,Imaging,2010,01/04/2015
GSC 06214-00210 b,1,1,Imaging,2010,14/05/2014
GU Psc b,1,1,Imaging,2014,14/05/2014
Gaia-1 b,1,1,Transit,2022,16/04/2025
Gaia-1 b,1,1,Transit,2022,08/06/2022
Gaia-2 b,1,1,Transit,2022,25/02/2023
Gaia-2 b,1,1,Transit,2022,08/06/2022
Gaia-4 b,1,1,Astrometry,2025,12/02/2025
Gaia-5 b,1,1,Astrometry,2025,12/02/2025
Gaia22dkvL b,1,1,Microlensing,2024,07/08/2024
Gaia22dkvL b,1,1,Microlensing,2024,07/08/2024
Gaia22dkvL b,1,1,Microlensing,2024,07/08/2024
Gaia22dkvL b,1,1,Microlensing,2024,07/08/2024
Gaia22dkvL b,1,1,Microlensing,2024,07/08/2024
Gaia22dkvL b,1,1,Microlensing,2024,07/08/2024
